,0,1,2,3,4,5,6,7,8,9,10,11
253,El Salvador,2005,female,55-74 years,3,332256,0.9,El Salvador2005,0.638,"14,698,001,400",2733,Silent
254,Republic of Korea,1991,female,55-74 years,154,2489000,6.19,Republic of Korea1991,,"325,734,233,313",8145,Silent
255,Guatemala,2010,female,25-34 years,21,1148170,1.83,Guatemala2010,0.611,"41,338,595,381",3260,Generation X
256,Estonia,2008,female,75+ years,12,73185,16.4,Estonia2008,,"24,194,039,256",19141,Silent
257,Mexico,1986,male,35-54 years,361,5971300,6.05,Mexico1986,,"129,440,993,789",1873,Silent
258,Paraguay,1996,male,25-34 years,15,354956,4.23,Paraguay1996,,"9,788,391,733",2341,Generation X
259,Canada,1991,male,25-34 years,713,2420300,29.46,Canada1991,,"610,328,183,643",24038,Boomers
260,Armenia,2014,female,25-34 years,0,269937,0.0,Armenia2014,0.733,"11,609,512,940",4142,Millenials
261,Germany,2000,male,35-54 years,2937,12201076,24.07,Germany2000,0.855,"1,949,953,934,034",24922,Boomers
262,Latvia,1998,female,5-14 years,1,175100,0.57,Latvia1998,,"7,174,985,107",3061,Millenials
263,United Kingdom,1998,male,75+ years,204,1534356,13.3,United Kingdom1998,,"1,638,511,096,390",29508,G.I. Generation
264,Romania,1999,female,55-74 years,183,2369700,7.72,Romania1999,,"36,183,003,978",1698,Silent
265,Finland,2000,male,15-24 years,105,337152,31.14,Finland2000,0.857,"125,539,893,127",25716,Generation X
266,Kyrgyzstan,2005,male,55-74 years,36,169790,21.2,Kyrgyzstan2005,0.614,"2,460,248,026",533,Silent
267,Japan,2014,female,25-34 years,814,6734000,12.09,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
268,Bulgaria,2011,male,25-34 years,59,543115,10.86,Bulgaria2011,0.775,"57,418,414,504",8137,Millenials
269,Norway,2013,male,15-24 years,44,342484,12.85,Norway2013,0.9420000000000001,"523,502,127,660",109804,Millenials
270,Panama,1996,female,55-74 years,2,118953,1.68,Panama1996,,"9,870,494,000",3992,Silent
271,Georgia,2012,female,25-34 years,1,344400,0.29,Georgia2012,0.747,"15,846,474,596",3772,Millenials
272,Iceland,1985,male,75+ years,1,4500,22.22,Iceland1985,0.7759999999999999,"2,939,845,038",13357,G.I. Generation
273,Suriname,2004,female,35-54 years,5,57544,8.69,Suriname2004,,"1,484,092,538",3360,Boomers
274,Antigua and Barbuda,2003,female,35-54 years,0,12129,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Boomers
275,Puerto Rico,2002,female,25-34 years,9,275792,3.26,Puerto Rico2002,,"71,623,500,000",20325,Generation X
276,Guatemala,2006,female,15-24 years,30,1388465,2.16,Guatemala2006,,"30,231,249,362",2653,Millenials
277,Uzbekistan,1996,female,55-74 years,55,959900,5.73,Uzbekistan1996,,"13,948,892,216",703,Silent
278,Estonia,1996,male,25-34 years,53,93866,56.46,Estonia1996,,"4,746,109,767",3536,Generation X
279,Republic of Korea,2010,male,25-34 years,1301,3936496,33.05,Republic of Korea2010,,"1,094,499,338,703",22994,Generation X
280,Czech Republic,2000,female,55-74 years,113,1069748,10.56,Czech Republic2000,0.821,"61,649,492,817",6278,Silent
281,Grenada,1985,female,25-34 years,0,7124,0.0,Grenada1985,,"167,728,444",1965,Boomers
282,Puerto Rico,2013,male,35-54 years,75,458071,16.37,Puerto Rico2013,,"102,450,000,000",29510,Generation X
283,Germany,1992,female,35-54 years,1093,10830700,10.09,Germany1992,,"2,123,130,870,382",27888,Boomers
284,Austria,1990,male,15-24 years,150,589106,25.46,Austria1990,0.794,"166,463,386,663",23020,Generation X
285,Puerto Rico,2003,male,35-54 years,102,450073,22.66,Puerto Rico2003,,"74,827,400,000",21264,Boomers
286,Albania,1998,male,55-74 years,9,183800,4.9,Albania1998,,"2,707,123,772",899,Silent
287,Thailand,2016,female,55-74 years,222,6049756,3.67,Thailand2016,,"411,755,164,833",6713,Boomers
288,Guyana,2006,male,55-74 years,18,28901,62.28,Guyana2006,,"1,458,449,453",2182,Silent
289,Bulgaria,1989,female,35-54 years,83,1196400,6.94,Bulgaria1989,,"21,988,444,444",2617,Silent
290,Antigua and Barbuda,2008,female,5-14 years,0,8537,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
291,Paraguay,1990,female,35-54 years,7,341511,2.05,Paraguay1990,0.579,"5,695,201,563",1600,Silent
292,Chile,2004,female,55-74 years,28,1067631,2.62,Chile2004,,"99,210,392,858",6744,Silent
293,France,1990,female,25-34 years,392,4308400,9.1,France1990,0.779,"1,269,179,616,914",23968,Boomers
294,Belgium,2010,male,5-14 years,7,614697,1.14,Belgium2010,0.883,"483,548,031,197",47355,Generation Z
295,Lithuania,2001,female,55-74 years,87,402028,21.64,Lithuania2001,,"12,252,498,921",3719,Silent
296,Antigua and Barbuda,1990,male,25-34 years,0,5937,0.0,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
297,Guyana,2003,female,55-74 years,3,27246,11.01,Guyana2003,,"741,929,343",1116,Silent
298,Estonia,1996,female,15-24 years,8,96173,8.32,Estonia1996,,"4,746,109,767",3536,Generation X
299,Lithuania,1998,female,15-24 years,22,244923,8.98,Lithuania1998,,"11,240,360,898",3354,Generation X
300,Antigua and Barbuda,1993,female,75+ years,0,1386,0.0,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
301,Estonia,1996,female,55-74 years,37,179534,20.61,Estonia1996,,"4,746,109,767",3536,Silent
302,Japan,1985,female,25-34 years,817,8321600,9.82,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Boomers
303,Aruba,2000,female,75+ years,2,1499,133.42,Aruba2000,,"1,873,452,514",22333,G.I. Generation
304,Uzbekistan,2003,female,25-34 years,99,1962726,5.04,Uzbekistan2003,,"10,128,112,401",441,Generation X
305,Lithuania,2014,female,35-54 years,43,431495,9.97,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Generation X
306,Spain,1991,female,35-54 years,148,4620300,3.2,Spain1991,,"575,598,537,070",15574,Boomers
307,Mauritius,2011,male,75+ years,3,12837,23.37,Mauritius2011,0.762,"11,518,393,367",9817,Silent
308,Uruguay,1988,female,55-74 years,17,276200,6.15,Uruguay1988,,"8,213,515,459",2934,G.I. Generation
309,Kazakhstan,1994,male,75+ years,94,90300,104.1,Kazakhstan1994,,"21,250,839,258",1395,G.I. Generation
310,Georgia,2005,female,5-14 years,0,287150,0.0,Georgia2005,0.711,"6,410,852,596",1552,Millenials
311,Kyrgyzstan,2010,male,35-54 years,131,597153,21.94,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation X
312,United States,1994,female,25-34 years,1059,20677400,5.12,United States1994,,"7,308,755,000,000",30375,Boomers
313,Ecuador,1992,male,15-24 years,114,1095624,10.41,Ecuador1992,,"18,094,238,119",1955,Generation X
314,Seychelles,2002,male,75+ years,1,953,104.93,Seychelles2002,,"697,518,248",9070,Silent
315,San Marino,1999,female,75+ years,0,1147,0.0,San Marino1999,,"1,215,640,315",48255,G.I. Generation
316,Argentina,1986,female,75+ years,48,540200,8.89,Argentina1986,,"110,934,442,763",4072,G.I. Generation
317,Uzbekistan,2005,female,15-24 years,114,2846661,4.0,Uzbekistan2005,0.625,"14,307,509,839",606,Millenials
318,Romania,1995,male,15-24 years,223,1929800,11.56,Romania1995,0.69,"37,662,075,750",1756,Generation X
319,Turkmenistan,1995,male,15-24 years,58,433400,13.38,Turkmenistan1995,,"2,482,228,440",650,Generation X
320,Guyana,1997,male,5-14 years,0,85051,0.0,Guyana1997,,"749,138,010",1139,Millenials
321,Malta,2013,female,75+ years,0,18314,0.0,Malta2013,0.8370000000000001,"10,145,114,180",25191,Silent
322,Puerto Rico,1991,female,55-74 years,8,235000,3.4,Puerto Rico1991,,"32,287,031,000",9974,Silent
323,Belize,2011,male,35-54 years,8,33782,23.68,Belize2011,0.711,"1,487,005,600",5098,Generation X
324,Chile,2006,female,55-74 years,33,1136080,2.9,Chile2006,,"154,788,024,806",10270,Silent
325,Saint Vincent and Grenadines,2003,male,25-34 years,2,8774,22.79,Saint Vincent and Grenadines2003,,"481,806,296",4902,Generation X
326,Lithuania,2011,male,5-14 years,1,154519,0.65,Lithuania2011,0.831,"43,476,873,413",15097,Generation Z
327,Belize,2011,male,25-34 years,9,24923,36.11,Belize2011,0.711,"1,487,005,600",5098,Millenials
328,United Kingdom,2011,female,35-54 years,417,8790957,4.74,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation X
329,Croatia,2011,male,55-74 years,188,467142,40.24,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Boomers
330,Mauritius,2012,male,5-14 years,1,92585,1.08,Mauritius2012,0.772,"11,668,685,524",9884,Generation Z
331,Kuwait,1999,male,75+ years,0,4000,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation
332,Belarus,2007,female,5-14 years,3,474089,0.63,Belarus2007,,"45,277,399,814",4898,Generation Z
333,Colombia,2010,female,5-14 years,39,4010759,0.97,Colombia2010,0.706,"287,018,184,638",6836,Generation Z
334,Greece,1994,male,25-34 years,44,776895,5.66,Greece1994,,"116,601,802,107",11638,Boomers
335,Portugal,1999,female,35-54 years,23,1407201,1.63,Portugal1999,,"127,465,545,493",13180,Boomers
336,Finland,1987,male,5-14 years,4,324400,1.23,Finland1987,,"91,642,093,873",19861,Generation X
337,Malta,1998,male,35-54 years,6,57500,10.43,Malta1998,,"3,923,637,971",11103,Boomers
338,United States,1992,female,55-74 years,1325,21346900,6.21,United States1992,,"6,539,299,000,000",27760,Silent
339,Singapore,2001,female,75+ years,12,50200,23.9,Singapore2001,,"89,286,208,629",28774,Silent
340,Puerto Rico,2002,male,35-54 years,80,451276,17.73,Puerto Rico2002,,"71,623,500,000",20325,Boomers
341,Paraguay,2009,female,25-34 years,12,468073,2.56,Paraguay2009,,"15,929,902,138",2920,Generation X
342,Finland,2007,female,35-54 years,89,727224,12.24,Finland2007,,"255,384,615,385",51089,Boomers
343,Philippines,1999,female,5-14 years,7,9281852,0.08,Philippines1999,,"82,995,145,792",1262,Millenials
344,Armenia,2002,female,25-34 years,1,222943,0.45,Armenia2002,,"2,376,335,048",788,Generation X
345,Barbados,1994,female,5-14 years,0,20500,0.0,Barbados1994,,"2,151,295,182",8953,Millenials
346,Costa Rica,2009,male,25-34 years,60,362045,16.57,Costa Rica2009,,"30,562,361,123",7403,Generation X
347,Argentina,1990,male,5-14 years,22,3269000,0.67,Argentina1990,0.705,"141,352,368,715",4859,Generation X
348,Bahrain,2004,male,75+ years,0,2924,0.0,Bahrain2004,,"13,150,166,755",17497,Silent
349,Mauritius,1995,female,15-24 years,11,97900,11.24,Mauritius1995,0.647,"4,040,345,933",4115,Generation X
350,San Marino,2000,male,15-24 years,0,1412,0.0,San Marino2000,,"1,101,897,918",43435,Generation X
351,Albania,2008,female,55-74 years,7,226448,3.09,Albania2008,,"12,881,352,688",4672,Silent
352,Mauritius,2000,female,35-54 years,9,159364,5.65,Mauritius2000,0.674,"4,582,555,125",4339,Boomers
353,Brazil,2002,male,25-34 years,1388,14524576,9.56,Brazil2002,,"507,962,487,700",3121,Generation X
354,Republic of Korea,2009,female,25-34 years,1121,3844207,29.16,Republic of Korea2009,,"901,934,953,365",19036,Generation X
355,Portugal,1987,male,25-34 years,90,719493,12.51,Portugal1987,,"48,187,667,853",5138,Boomers
356,Finland,2008,male,15-24 years,81,336624,24.06,Finland2008,,"283,742,493,042",56521,Millenials
357,Turkmenistan,2015,male,35-54 years,38,620958,6.12,Turkmenistan2015,,"35,799,628,571",7326,Generation X
358,El Salvador,1995,female,75+ years,1,51334,1.95,El Salvador1995,0.5660000000000001,"8,921,947,100",1845,G.I. Generation
359,Austria,1995,female,5-14 years,0,460945,0.0,Austria1995,0.815,"241,038,283,063",32237,Millenials
360,Ireland,1999,female,35-54 years,26,490684,5.3,Ireland1999,,"98,691,849,563",28344,Boomers
361,Hungary,2002,male,75+ years,254,209732,121.11,Hungary2002,,"67,716,887,203",6995,Silent
362,Grenada,2016,female,75+ years,0,2227,0.0,Grenada2016,,"1,056,188,593",10838,Silent
363,Thailand,2007,male,15-24 years,406,4948804,8.2,Thailand2007,,"262,942,650,544",4461,Millenials
364,Puerto Rico,2006,male,55-74 years,61,287227,21.24,Puerto Rico2006,,"87,276,164,400",24943,Silent
365,Kiribati,1998,female,75+ years,0,516,0.0,Kiribati1998,,"65,334,841",939,G.I. Generation
366,Brazil,2001,male,35-54 years,2227,20128463,11.06,Brazil2001,,"559,372,276,082",3492,Boomers
367,South Africa,2013,female,15-24 years,32,5097679,0.63,South Africa2013,0.6629999999999999,"366,829,390,479",7612,Millenials
368,Finland,2000,male,25-34 years,156,335796,46.46,Finland2000,0.857,"125,539,893,127",25716,Generation X
369,Chile,1994,female,5-14 years,4,1313500,0.3,Chile1994,,"57,008,425,296",4551,Millenials
370,Ecuador,2003,female,25-34 years,47,1051741,4.47,Ecuador2003,,"32,432,858,000",2755,Generation X
371,Saint Vincent and Grenadines,2013,male,15-24 years,0,9986,0.0,Saint Vincent and Grenadines2013,0.7170000000000001,"721,207,148",7183,Millenials
372,Ecuador,2001,female,5-14 years,17,1421482,1.2,Ecuador2001,,"24,468,324,000",2160,Millenials
373,Singapore,1985,female,55-74 years,25,125100,19.98,Singapore1985,,"19,138,296,376",8142,G.I. Generation
374,Malta,1997,female,15-24 years,1,27300,3.66,Malta1997,,"3,705,372,039",10575,Generation X
375,Estonia,2010,female,15-24 years,2,85755,2.33,Estonia2010,0.838,"19,490,936,349",15540,Millenials
376,Mexico,1997,female,5-14 years,30,11036261,0.27,Mexico1997,,"500,413,483,109",5864,Millenials
377,Suriname,1997,male,25-34 years,5,41122,12.16,Suriname1997,,"929,607,500",2314,Generation X
378,Canada,1988,female,75+ years,44,708300,6.21,Canada1988,,"507,354,351,182",21069,G.I. Generation
379,Azerbaijan,1997,female,5-14 years,0,800800,0.0,Azerbaijan1997,,"3,962,710,163",590,Millenials
380,Canada,1986,female,15-24 years,109,2061500,5.29,Canada1986,,"377,437,927,312",16062,Generation X
381,Belize,2002,male,75+ years,0,1647,0.0,Belize2002,,"932,551,850",4161,Silent
382,United Arab Emirates,2010,male,75+ years,1,10567,9.46,United Arab Emirates2010,0.828,"289,787,338,325",36964,Silent
383,United States,2015,male,75+ years,3171,8171136,38.81,United States2015,,"18,120,714,000,000",60387,Silent
384,Malta,2004,male,5-14 years,0,26615,0.0,Malta2004,,"6,062,780,269",15916,Millenials
385,Belgium,2004,male,75+ years,157,297919,52.7,Belgium2004,,"370,885,026,074",37661,Silent
386,United Kingdom,1988,female,15-24 years,120,4389539,2.73,United Kingdom1988,,"910,122,732,124",17072,Generation X
387,Seychelles,2006,female,75+ years,0,1820,0.0,Seychelles2006,,"1,016,418,229",12442,Silent
388,Argentina,1985,male,75+ years,202,363000,55.65,Argentina1985,0.6940000000000001,"88,416,668,900",3264,G.I. Generation
389,Malta,2000,female,55-74 years,1,35917,2.78,Malta2000,0.7659999999999999,"4,306,192,436",11873,Silent
390,Costa Rica,2004,female,5-14 years,3,395605,0.76,Costa Rica2004,,"18,529,767,934",4850,Millenials
391,Kuwait,2011,female,55-74 years,0,77462,0.0,Kuwait2011,0.812,"154,027,536,232",46203,Boomers
392,Belarus,1997,female,75+ years,59,305000,19.34,Belarus1997,,"14,128,408,566",1458,G.I. Generation
393,Trinidad and Tobago,1995,female,15-24 years,10,113234,8.83,Trinidad and Tobago1995,0.684,"5,329,214,163",4637,Generation X
394,Colombia,1999,female,75+ years,3,396321,0.76,Colombia1999,,"86,186,158,685",2419,G.I. Generation
395,Germany,2010,male,15-24 years,474,4702588,10.08,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Millenials
396,Latvia,2004,male,5-14 years,2,125144,1.6,Latvia2004,,"14,373,269,156",6644,Millenials
397,Albania,2010,female,75+ years,2,64415,3.1,Albania2010,0.722,"11,926,953,259",4359,Silent
398,Armenia,1991,female,5-14 years,0,349500,0.0,Armenia1991,,"2,068,526,522",640,Millenials
399,Italy,2013,female,75+ years,181,3943123,4.59,Italy2013,0.873,"2,130,491,320,659",37050,Silent
400,Albania,2000,female,15-24 years,6,263900,2.27,Albania2000,0.6559999999999999,"3,632,043,908",1299,Generation X
401,Saint Lucia,2008,male,5-14 years,0,15412,0.0,Saint Lucia2008,,"1,282,215,407",8122,Generation Z
402,Republic of Korea,1994,female,15-24 years,243,4098900,5.93,Republic of Korea1994,,"455,602,962,225",11073,Generation X
403,Norway,1987,male,35-54 years,149,511400,29.14,Norway1987,,"94,230,055,659",23980,Silent
404,Azerbaijan,1996,male,35-54 years,14,693800,2.02,Azerbaijan1996,,"3,176,749,593",476,Boomers
405,Costa Rica,1993,male,35-54 years,47,318500,14.76,Costa Rica1993,,"9,537,297,507",3342,Boomers
406,Russian Federation,1990,male,5-14 years,260,11397000,2.28,Russian Federation1990,,"516,814,274,022",3789,Generation X
407,Italy,1995,female,75+ years,199,2353354,8.46,Italy1995,0.799,"1,170,787,352,906",21625,G.I. Generation
408,Belgium,1995,male,25-34 years,244,795600,30.67,Belgium1995,0.851,"289,567,323,481",30394,Generation X
409,Japan,1995,male,75+ years,1358,2553900,53.17,Japan1995,0.838,"5,449,116,304,981",46043,G.I. Generation
410,Azerbaijan,1993,female,75+ years,4,96100,4.16,Azerbaijan1993,,"3,973,027,397",617,G.I. Generation
411,Germany,1991,female,25-34 years,411,6488800,6.33,Germany1991,,"1,861,873,895,109",24662,Boomers
412,Republic of Korea,1989,female,25-34 years,233,4069200,5.73,Republic of Korea1989,,"243,526,047,717",6217,Boomers
413,Belarus,1996,female,55-74 years,214,1226000,17.46,Belarus1996,,"14,756,846,154",1524,Silent
414,Norway,1988,female,75+ years,14,182300,7.68,Norway1988,,"101,900,260,856",25820,G.I. Generation
415,Kyrgyzstan,2008,female,5-14 years,0,504335,0.0,Kyrgyzstan2008,,"5,139,957,785",1096,Generation Z
416,Panama,1996,female,75+ years,1,30136,3.32,Panama1996,,"9,870,494,000",3992,G.I. Generation
417,Cuba,1995,male,55-74 years,372,697500,53.33,Cuba1995,0.653,"30,429,803,651",2993,Silent
418,Norway,2005,female,35-54 years,62,641651,9.66,Norway2005,0.9309999999999999,"308,722,079,938",71215,Boomers
419,Armenia,2011,female,25-34 years,0,244912,0.0,Armenia2011,0.723,"10,142,111,334",3798,Millenials
420,Czech Republic,2010,female,25-34 years,26,805752,3.23,Czech Republic2010,0.863,"207,477,857,919",20862,Generation X
421,Kuwait,1996,female,15-24 years,3,120600,2.49,Kuwait1996,,"31,493,987,642",20076,Generation X
422,Saint Vincent and Grenadines,2001,male,55-74 years,1,4798,20.84,Saint Vincent and Grenadines2001,,"430,040,370",4418,Silent
423,Kazakhstan,1996,male,55-74 years,731,836900,87.35,Kazakhstan1996,,"21,035,357,833",1452,Silent
424,United Kingdom,2004,male,25-34 years,599,3960327,15.13,United Kingdom2004,,"2,398,555,474,185",42486,Generation X
425,Kiribati,1995,male,75+ years,0,287,0.0,Kiribati1995,,"56,338,028",855,G.I. Generation
426,Guatemala,1990,female,55-74 years,1,322429,0.31,Guatemala1990,0.483,"7,650,125,217",996,G.I. Generation
427,Kazakhstan,2006,female,5-14 years,24,1181324,2.03,Kazakhstan2006,,"81,003,884,545",5770,Millenials
428,Canada,1986,female,5-14 years,5,1744900,0.29,Canada1986,,"377,437,927,312",16062,Generation X
429,Kyrgyzstan,2011,male,25-34 years,92,440462,20.89,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Millenials
430,Spain,1997,female,25-34 years,87,3169000,2.75,Spain1997,,"588,692,045,455",15738,Generation X
431,Lithuania,2014,female,75+ years,45,189437,23.75,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Silent
432,Portugal,1997,male,15-24 years,34,792256,4.29,Portugal1997,,"117,046,198,971",12237,Generation X
433,Bulgaria,1993,male,75+ years,141,156400,90.15,Bulgaria1993,,"10,829,710,145",1354,G.I. Generation
434,Luxembourg,1990,male,55-74 years,12,32400,37.04,Luxembourg1990,0.779,"13,229,247,948",36871,G.I. Generation
435,Turkmenistan,2011,female,75+ years,0,54342,0.0,Turkmenistan2011,0.6709999999999999,"29,233,333,333",6319,Silent
